tenantID,slo_type,eval_period,sla_func_type,param1,param2,param3,...
1,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
2,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
3,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
4,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
5,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
6,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
7,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
8,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
9,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
10,latency,300000,APWL,0.0,0.0,0.9,0.0,0.8,0.99,0.0,1
